MachineID,Day,Temperature,Vibration,Pressure,RPM,Is_Anomaly,RUL
MAC-001,0,67.3015603731513,4.387728869212783,110.21372710777014,1511.4879272299643,0,132.0
MAC-001,1,66.6770799355664,4.972104117028905,116.03262775879956,1520.5764375711258,0,130.99236641221373
MAC-001,2,70.71858892066957,5.6972579787946245,102.89889521549344,1528.770218309867,0,129.98473282442748
MAC-001,3,67.44325989532115,4.883845724618727,107.94004855227328,1544.9258614548967,0,128.9770992366412
MAC-001,4,68.04795262801971,5.181433729306116,117.63402529363489,1530.3203279212244,0,127.96946564885496
MAC-001,5,67.66157984180568,5.026617573943814,116.25187139417743,1525.4490261186468,0,126.9618320610687
MAC-001,6,68.11945629132413,5.0628189464692035,112.25813258264769,1495.0731476066803,0,125.95419847328245
MAC-001,7,70.44909415299134,5.907719727400777,114.3899332204195,1516.6369289101606,0,124.94656488549619
MAC-001,8,66.31660713009026,4.950647271398086,114.22435329954419,1538.0953173752994,0,123.93893129770993
MAC-001,9,69.5004383351402,4.496343539702488,105.7936621475641,1485.217405038347,0,122.93129770992367
MAC-001,10,69.35134130514979,5.393030181793994,120.64190381808254,1467.848516901541,0,121.92366412213741
MAC-001,11,70.28639752072418,5.28155991993709,119.50584508352823,1516.2488421413202,0,120.91603053435115
MAC-001,12,73.99047686333515,5.8421809672838885,117.84923395865214,1509.9319207695419,0,119.90839694656489
MAC-001,13,67.55444376821121,4.820631860363084,108.21604042974097,1472.6990843647116,0,118.90076335877863
MAC-001,14,70.8846247148497,4.929085615242815,120.20190995518115,1524.5928009952577,0,117.89312977099237
MAC-001,15,70.18670367432654,5.718847060501105,113.56729382967251,1494.7646677019957,0,116.8854961832061
MAC-001,16,72.85292737205445,4.896254358020337,123.02626945012764,1530.0196019684904,0,115.87786259541986
MAC-001,17,70.98233010670485,4.6539386239862015,120.13774131971454,1492.3517419986579,0,114.87022900763358
MAC-001,18,71.15366461074628,5.902022276382559,114.83227852383781,1475.5810423598016,0,113.86259541984734
MAC-001,19,70.06852253921555,5.089061052979232,119.7105060449629,1488.6753930246007,0,112.85496183206106
MAC-001,20,75.78816184847452,5.097173232400074,115.27509425018346,1497.9075279321958,0,111.84732824427482
MAC-001,21,72.41803075474647,6.79121045616294,127.52720860566224,1504.3881765607284,0,110.83969465648855
MAC-001,22,71.41025420157172,6.133791444418555,116.58826874949143,1480.0750455698785,0,109.83206106870229
MAC-001,23,68.0108023680779,5.608931282322362,124.68035801349934,1480.6893632541826,0,108.82442748091603
MAC-001,24,69.57908015181788,5.581344755674665,123.71484054840295,1478.2527677365922,0,107.81679389312977
MAC-001,25,72.97852357295073,5.1434505033238915,115.97017224524092,1471.720044567989,0,106.80916030534351
MAC-001,26,68.81029494191623,7.308823112318876,115.06764076891224,1498.635443883988,0,105.80152671755725
MAC-001,27,70.24959022739547,5.617976446202899,122.28285647733992,1449.6522675105812,0,104.79389312977099
MAC-001,28,70.40774999261507,5.839512576465001,116.77343011758593,1460.8576670395635,0,103.78625954198473
MAC-001,29,74.05819581696518,6.453121208065913,119.02195781100714,1474.1090011963897,0,102.77862595419847
MAC-001,30,74.51028906827472,5.275267113230609,123.14817394878563,1513.7685753239316,0,101.77099236641222
MAC-001,31,76.11784160176788,5.0564297341705515,117.87219856060689,1476.1351876135761,0,100.76335877862596
MAC-001,32,69.69553332416521,5.730140781784755,121.22615109055903,1499.2732796484313,0,99.7557251908397
MAC-001,33,72.39999706637357,6.2106112823109205,124.70199749808613,1480.6014706642559,0,98.74809160305344
MAC-001,34,72.69851645515881,5.541478175439385,126.3155155872542,1476.8463345895166,0,97.74045801526718
MAC-001,35,70.60032808282317,5.836749713027189,127.0319823628549,1478.8110564260578,0,96.73282442748092
MAC-001,36,71.50475184577508,6.080812398328267,122.10438586989285,1477.5263178082553,0,95.72519083969466
MAC-001,37,75.59474438128767,6.286482649800512,128.89500798008214,1481.1374301605897,0,94.7175572519084
MAC-001,38,73.65967840253633,5.569795182775569,118.13768815214931,1476.9807519645542,0,93.70992366412214
MAC-001,39,69.97883412898808,6.388904892450469,128.505943238675,1463.6892049936835,0,92.70229007633588
MAC-001,40,72.34861394640986,5.943987255948866,127.81155154154405,1468.5597820638864,0,91.69465648854963
MAC-001,41,73.1319449870958,6.937819456683027,128.22804958688442,1493.3823618647045,0,90.68702290076337
MAC-001,42,74.98822688215778,6.360801793057888,123.47037870814502,1417.4039292930227,0,89.6793893129771
MAC-001,43,74.30727197906532,6.473073328091404,117.76223578138146,1454.0744291764695,0,88.67175572519085
MAC-001,44,76.84380546820748,6.151535760922653,119.84040567565857,1475.1635945417436,0,87.66412213740458
MAC-001,45,75.57746478765763,8.087235980964333,118.27430075971027,1465.9576234983529,1,86.65648854961833
MAC-001,46,75.09228116094884,6.624207803680589,129.6469853832469,1449.4402199886897,0,85.64885496183206
MAC-001,47,70.73926207819017,6.208767185476457,132.14386425464787,1471.960153703374,0,84.64122137404581
MAC-001,48,74.01729127037379,6.922123269483976,139.4686599777682,1446.3806881487976,0,83.63358778625954
MAC-001,49,74.89187816162568,6.803502877847617,128.81112102043485,1438.511248941528,0,82.6259541984733
MAC-001,50,76.278818678903,5.773967516294343,127.68550901879573,1444.9867173001348,0,81.61832061068702
MAC-001,51,74.78316115041193,6.546332426847693,123.18392104771513,1426.1885476274795,0,80.61068702290078
MAC-001,52,70.73345375935946,6.687830713005282,131.93970960211536,1434.2355975701116,0,79.6030534351145
MAC-001,53,76.79133050905423,6.319618241785264,120.1568456114772,1424.4134296750235,0,78.59541984732826
MAC-001,54,73.62162081932512,6.306077659016768,129.16147630139906,1473.4920018989446,0,77.58778625954199
MAC-001,55,74.49024896036755,6.089567124437931,130.423865492048,1407.6803471185933,0,76.58015267175574
MAC-001,56,73.6091196188869,7.220852867537718,126.54060349073302,1421.1397084842722,0,75.57251908396947
MAC-001,57,76.26386851551854,6.806529413034879,137.0421625714065,1419.851965791343,0,74.56488549618321
MAC-001,58,74.4518560901812,6.821596029205663,125.75788895209575,1443.7657819967058,0,73.55725190839695
MAC-001,59,72.44712074327836,7.300004337495235,125.34254253711917,1445.8742175339798,0,72.54961832061069
MAC-001,60,76.48642404554225,7.3842174208159115,126.31923341218258,1437.5830578787497,0,71.54198473282443
MAC-001,61,80.060766198268,6.7931307641082554,127.96754282405884,1417.5831087001022,0,70.53435114503817
MAC-001,62,80.07070535940557,6.983656968209572,125.06732692061797,1414.2267646207306,0,69.52671755725191
MAC-001,63,76.76482215776532,6.84175404675708,127.11581070897644,1427.4211884868034,0,68.51908396946565
MAC-001,64,76.95682525406949,7.692239631960097,127.58855799260877,1418.6696697601585,0,67.5114503816794
MAC-001,65,77.88141072291661,8.436667434356242,125.47459655716102,1459.7193365974645,1,66.50381679389314
MAC-001,66,75.12365604105817,7.466628135344968,127.94294737033712,1403.4262781089687,0,65.49618320610688
MAC-001,67,79.04050229218238,7.68997002396404,127.46091089438329,1376.3406652435544,0,64.48854961832062
MAC-001,68,76.95373775072251,7.497502550465732,130.10349234674695,1431.8200994449373,0,63.48091603053436
MAC-001,69,81.81243309035268,7.672716701491516,133.16053885683442,1418.1498769215357,0,62.4732824427481
MAC-001,70,80.44173454779234,7.769358076225065,134.29449813014062,1449.8502273592046,0,61.46564885496184
MAC-001,71,78.70234673696169,7.406055727539819,133.00768921260132,1434.880785606035,0,60.45801526717558
MAC-001,72,79.40274680009031,8.109734935913181,127.65864106328104,1393.2791032404086,1,59.450381679389324
MAC-001,73,77.46133320685912,6.983603283625096,131.7822858203043,1400.5251285163486,0,58.442748091603065
MAC-001,74,81.16334629635722,7.009561041161317,139.23267403759294,1387.9864780134442,0,57.435114503816806
MAC-001,75,76.3779770382869,7.280726346313304,141.44173381036143,1405.2936304555838,0,56.42748091603055
MAC-001,76,80.06482491540636,7.638984929153617,131.46221294305434,1394.4625806232061,0,55.41984732824429
